Check for Updates...	Zkontrolovat aktualizace...
RestingPulse	KlidovýPuls
RestngPuls	KlidPuls
MaximumPulse	MaximálníPuls
MaxPulse	MaxPuls
CaloriesBurned	SpálenoKalorií
CalsBurned	SpálKal
HoursSleep	HodinSpánku
HoursSleep	HodinSpánku
Notes	Poznámky
Notes	Poznámky
DietLog	ZáznamDiet
LogID	LogID
LogID	LogID
PersonID	OsobaID
PersonID	OsobaID
DietType	DruhDiety
DietType	DruhDiety
DateAcquired	DatumZískání
DateAcquir	DatZískání
WhichMeal	DruhJídla
WhichMeal	DruhJídla
GramsCarbohydrates	GramůUhlovodanů
GrCarbohyd	GrUhlovod
GramsProtein	GramůProteinů
GrsProtein	GrProtein
GramsFat	GramůTuku
GramsFat	GramůTuku
TotalCalories	CelkemKalorií
TotalCals	CelKal
MilligramsSodium	MiligramůSodíku
MilligrSod	MiligrSod
Vitamins	Vitamíny
Vitamins	Vitamíny
Notes	Poznámky
Notes	Poznámky
Text documents	Textové dokumenty
Spreadsheets	Sešity
Presentations	Prezentace
Drawings	Kresby
Web pages	Webové stránky
Master documents	Hlavní dokumenty
Formulas	Vzorce
Database documents	Databázové dokumenty
Microsoft Word 6.0 / 95	Microsoft Word 6.0 / 95
Microsoft Excel 4.x - 5.0 / 95	Microsoft Excel 4.x - 5.0 / 95
Microsoft Excel 4.x - 5.0 / 95 Templates	Šablony Microsoft Excel 4.x - 5.0 / 95
Text (StarWriter/Web)	Text (StarWriter/Web)
WordPerfect (Win) 6.0 - 7.0	WordPerfect (Win) 6.0 - 7.0
Dear Mrs. <2>,	Vážená paní <2>,
Dear Mr. <2>,	Vážený pane <2>,
To whom it may concern,;Dear Friends,;Dear Sir or Madam,;Hello,	Vážení,;Milí přátelé,;Vážená paní nebo pane,;Ahoj,
Table	Tabulka
: 	: 
Text	Text
: 	: 
Illustration	Ilustrace
: 	: 
Illustration	Ilustrace
: 	: 
Illustration	Ilustrace
: 	: 
Illustration	Ilustrace
: 	: 
Illustration	Ilustrace
: 	: 
Illustration	Ilustrace
: 	: 
Illustration	Ilustrace
: 	: 
Illustration	Ilustrace
: 	: 
Base: Database Form	Base: Formulář databáze
Base: Report Design	Base: Návrh sestavy
Base: Relation Design	Base: Návrh relace
Base: Query Design	Base: Návrh dotazu
Base: View Design	Base: Návrh pohledu
Base: Table Design	Base: Návrh tabulky
Base: Data View	Base: Pohled na data
Base: Table Data View	Base: Pohled na data tabulky
Base: Report Builder	Base: Návrhář sestav
ADO Rowset XML	XML sady řádků ADO
AbiWord Document	Dokument AbiWord
Apple Keynote	Apple Keynote
Apple Numbers	Apple Numbers
Apple Pages	Apple Pages
BMP - Windows Bitmap	BMP - Windows Bitmap
BroadBand eBook	E-kniha BroadBand
CGM - Computer Graphics Metafile	CGM - Computer Graphics Metafile
ClarisWorks/AppleWorks Text Document	Textový dokument ClarisWorks/AppleWorks
ClarisWorks/AppleWorks Spreadsheet	Sešit ClarisWorks/AppleWorks
ClarisWorks/AppleWorks Drawing	Kresba ClarisWorks/AppleWorks
ClarisWorks/AppleWorks Presentation	Prezentace ClarisWorks/AppleWorks
ClarisResolve Document	Dokument ClarisResolve
Corel Draw	Corel Draw
Corel Presentation Exchange	Corel Presentation Exchange
Data Interchange Format	Data Interchange Format
DXF - AutoCAD Interchange Format	DXF - AutoCAD Interchange Format
DocBook	DocBook
Microsoft Word for DOS	Microsoft Word pro DOS
EMF - Enhanced Metafile	EMF - Enhanced Metafile
EPS - Encapsulated PostScript	EPS - Encapsulated PostScript
EPUB Document	Dokument EPUB
FictionBook 2.0	FictionBook 2.0
Adobe/Macromedia Freehand	Adobe/Macromedia Freehand
GIF - Graphics Interchange Format	GIF - Graphics Interchange Format
HTML Document	HTML dokument
HTML Document (Master Document)	HTML dokument (hlavní dokument)
HTML Document (Calc)	HTML dokument (Calc)
HTML Document (Writer)	HTML dokument (Writer)
JPEG - Joint Photographic Experts Group	JPEG - Joint Photographic Experts Group
Lotus 1-2-3	Lotus 1-2-3
Lotus WordPro Document	Dokument Lotus WordPro
MET - OS/2 Metafile	MET - OS/2 Metafile
Microsoft Excel 2003 XML	Microsoft Excel 2003 XML
Microsoft Excel 2003 XML	Microsoft Excel 2003 XML
Microsoft Excel 4.0	Microsoft Excel 4.0
Microsoft Excel 4.0 Template	Šablona Microsoft Excel 4.0
Microsoft Excel 5.0	Microsoft Excel 5.0
Microsoft Excel 5.0 Template	Šablona Microsoft Excel 5.0
Microsoft Excel 95	Microsoft Excel 95
Microsoft Excel 95 Template	Šablona Microsoft Excel 95
Excel 97–2003	Excel 97–2003
Excel 97–2003 Template	Šablona Excel 97–2003
Microsoft Multiplan	Microsoft Multiplan
PowerPoint 97–2003	PowerPoint 97–2003
PowerPoint 97–2003 AutoPlay	PowerPoint 97–2003 AutoPlay
PowerPoint 97–2003 Template	Šablona PowerPoint 97-2003
Microsoft WinWord 1/2/5	Microsoft WinWord 1/2/5
Microsoft Word 6.0	Microsoft Word 6.0
Word 2003 XML	Word 2003 XML
Word 2007–365	Word 2007–365
Word 2007–365 Template	Šablona Word 2007–365
Word 2007–365 VBA	Word 2007–365 VBA
Microsoft Word 95	Microsoft Word 95
Microsoft Word 95 Template	Šablona Microsoft Word 95
Word 97–2003	Word 97–2003
Word 97–2003 Template	Šablona Word 97–2003
Microsoft Works Document	Dokument Microsoft Works
Microsoft Works Document	Dokument Microsoft Works
Microsoft Write	Microsoft Write
Legacy Mac Bitmap	Dřívější rastr Mac
Legacy Mac Database	Dřívější databáze Mac
Legacy Mac Drawing	Dřívější kresba Mac
Legacy Mac Presentation	Dřívější prezentace Mac
Legacy Mac Spreadsheet	Dřívější sešit Mac
Legacy Mac Text Document	Dřívější textový dokument Mac
MacWrite Document	Dokument MacWrite
Microsoft Word for Mac (v1 - v5)	Microsoft Word pro Mac (v1 - v5)
Microsoft Works for Mac Text Document (v1 - v4)	Textový dokument Microsoft Works pro Mac (v1 - v4)
Microsoft Works for Mac Spreadsheet (v1 - v4)	Sešit Microsoft Works pro Mac (v1 - v4)
Mariner Write Mac Classic v1.6 - v3.5	Mariner Write Mac Classic v1.6 - v3.5
MathML 2.0	MathML 2.0
MathType3.x	MathType3.x
Flat XML ODF Drawing	Kresba ODF Flat XML
Flat XML ODF Presentation	Prezentace ODF Flat XML
Flat XML ODF Spreadsheet	Sešit ODF Flat XML
Flat XML ODF Text Document	Textový dokument ODF Flat XML
Office Open XML Text	Text Office Open XML
Office Open XML Text Template	Šablona textu Office Open XML
PBM - Portable Bitmap	PBM - Portable Bitmap
PCT - Mac Pict	PCT - Mac Pict
PCX - Zsoft Paintbrush	PCX - Zsoft Paintbrush
PGM - Portable Graymap	PGM - Portable Graymap
PNG - Portable Network Graphic	PNG - Portable Network Graphic
PPM - Portable Pixelmap	PPM - Portable Pixelmap
PSD - Adobe Photoshop	PSD - Adobe Photoshop
Adobe PageMaker	Adobe PageMaker
PalmDoc eBook	E-kniha PalmDoc
Palm Text Document	Textový dokument Palm
Plucker eBook	E-kniha Plucker
Microsoft PowerPoint 1-4 and 95's	Microsoft PowerPoint 1-4 a 95
Microsoft Publisher 98-2010	Microsoft Publisher 98-2010
Quattro Pro 6.0	Quattro Pro 6.0
QuarkXPress	QuarkXPress
RAS - Sun Raster Image	RAS - Sun Raster Image
Rich Text	Rich Text
Rich Text Format (Calc)	Rich Text Format (Calc)
SVG - Scalable Vector Graphics	SVG - Scalable Vector Graphics
SVG - Scalable Vector Graphics Draw	SVG - Scalable Vector Graphics pro Draw
SVM - StarView Metafile	SVM - StarView Metafile
SYLK	SYLK
ODF Database Report	Sestava databáze ODF
OpenOffice.org 1.0 Report Chart	Graf sestavy OpenOffice.org 1.0
Legacy StarOffice Drawing	Dřívější kresba StarOffice
Legacy StarOffice Presentation	Dřívější prezentace StarOffice
Legacy StarOffice Spreadsheet	Dřívější sešit StarOffice
Legacy StarOffice Text Document	Dřívější textový dokument StarOffice
ODF Database	Databáze ODF
OpenOffice.org 1.0 Spreadsheet	Sešit OpenOffice.org 1.0
OpenOffice.org 1.0 Chart	Graf OpenOffice.org 1.0
OpenOffice.org 1.0 Drawing	Kresba OpenOffice.org 1.0
OpenOffice.org 1.0 Presentation	Prezentace OpenOffice.org 1.0
OpenOffice.org 1.0 Formula	Vzorec OpenOffice.org 1.0
OpenOffice.org 1.0 Text Document	Textový dokument OpenOffice.org 1.0
T602 Document	Dokument T602
TGA - Truevision Targa	TGA - Truevision Targa
TIFF - Tagged Image File Format	TIFF - Tagged Image File Format
Text	Text
Text (Writer/Web)	Text (Writer/Web)
Text CSV	Text CSV
Text - Choose Encoding	Text - zvolit kódování
Text - Choose Encoding (Master Document)	Text - zvolit kódování (hlavní dokument)
Text - Choose Encoding (Writer/Web)	Text - zvolit kódování (Writer/Web)
Unified Office Format presentation	Prezentace Unified Office Format
Unified Office Format spreadsheet	Sešit Unified Office Format
Unified Office Format text	Textový dokument Unified Office Format
Microsoft Visio 2000-2013	Microsoft Visio 2000-2013
WMF - Windows Metafile	WMF - Windows Metafile
Lotus Document	Dokument Lotus
QuattroPro Document	Dokument QuattroPro
WordPerfect Document	Dokument WordPerfect
WordPerfect Graphics	WordPerfect Graphics
WriteNow Document	Dokument WriteNow
XBM - X Bitmap	XBM - X Bitmap
XPM - X PixMap	XPM - X PixMap
Zoner Callisto/Draw	Zoner Callisto/Draw
ODF Spreadsheet	Sešit ODF
ODF Spreadsheet Template	Šablona sešitu ODF
Gnumeric Spreadsheet	Sešit Gnumeric
Web Page Query (Calc)	Dotaz na webovou stránku (Calc)
Microsoft Excel 2007 Binary	Microsoft Excel 2007 binární
Excel 2007–365 (macro-enabled)	Excel 2007–365 (povolená makra)
Excel 2007–365	Excel 2007–365
Excel 2007–365 Template	Šablona Excel 2007–365
Office Open XML Spreadsheet	Sešit Office Open XML
Office Open XML Spreadsheet Template	Šablona sešitu Office Open XML
OpenOffice.org 1.0 Spreadsheet Template	Šablona sešitu OpenOffice.org 1.0
JPEG - Joint Photographic Experts Group	JPEG - Joint Photographic Experts Group
PDF - Portable Document Format	PDF - Portable Document Format
PNG - Portable Network Graphic	PNG - Portable Network Graphic
SVG - Scalable Vector Graphics	SVG - Scalable Vector Graphics
ODF Chart	Graf ODF
dBASE	dBASE
ODF Drawing	Kresba ODF
ODF Drawing Template	Šablona kresby ODF
PCD - Kodak Photo CD (768x512)	PCD - Kodak Photo CD (768x512)
PCD - Kodak Photo CD (192x128)	PCD - Kodak Photo CD (192x128)
PCD - Kodak Photo CD (384x256)	PCD - Kodak Photo CD (384x256)
OpenOffice.org 1.0 Drawing Template	Šablona kresby OpenOffice.org 1.0
BMP - Windows Bitmap	BMP - Windows Bitmap
EMF - Enhanced Metafile	EMF - Enhanced Metafile
EPS - Encapsulated PostScript	EPS - Encapsulated PostScript
Macromedia Flash (SWF)	Macromedia Flash (SWF)
GIF - Graphics Interchange Format	GIF - Graphics Interchange Format
HTML Document (Draw)	HTML dokument (Draw)
JPEG - Joint Photographic Experts Group	JPEG - Joint Photographic Experts Group
PDF - Portable Document Format	PDF - Portable Document Format
PNG - Portable Network Graphic	PNG - Portable Network Graphic
SVG - Scalable Vector Graphics	SVG - Scalable Vector Graphics
TIFF - Tagged Image File Format	TIFF - Tagged Image File Format
WMF - Windows Metafile	WMF - Windows Metafile
ODF Presentation	Prezentace ODF
ODF Drawing (Impress)	Kresba ODF (Impress)
ODF Presentation Template	Šablona prezentace ODF
PowerPoint 2007–365	PowerPoint 2007–365
PowerPoint 2007–365 AutoPlay	PowerPoint 2007–365 AutoPlay
PowerPoint 2007–365 Template	Šablona PowerPoint 2007–365
PowerPoint 2007–365 VBA	PowerPoint 2007–365 VBA
Office Open XML Presentation	Prezentace Office Open XML
Office Open XML Presentation AutoPlay	Prezentace Office Open XML AutoPlay
Office Open XML Presentation Template	Šablona prezentace Office Open XML
OpenOffice.org 1.0 Drawing (Impress)	Kresba OpenOffice.org 1.0 (Impress)
OpenOffice.org 1.0 Presentation Template	Šablona prezentace OpenOffice.org 1.0
BMP - Windows Bitmap	BMP - Windows Bitmap
EMF - Enhanced Metafile	EMF - Enhanced Metafile
EPS - Encapsulated PostScript	EPS - Encapsulated PostScript
Macromedia Flash (SWF)	Macromedia Flash (SWF)
GIF - Graphics Interchange Format	GIF - Graphics Interchange Format
HTML Document (Impress)	HTML dokument (Impress)
JPEG - Joint Photographic Experts Group	JPEG - Joint Photographic Experts Group
PDF - Portable Document Format	PDF - Portable Document Format
PNG - Portable Network Graphic	PNG - Portable Network Graphic
SVG - Scalable Vector Graphics	SVG - Scalable Vector Graphics
TIFF - Tagged Image File Format	TIFF - Tagged Image File Format
WMF - Windows Metafile	WMF - Windows Metafile
ODF Formula	Vzorec ODF
PDF - Portable Document Format	PDF - Portable Document Format
MOV - QuickTime File Format	MOV - formát souboru QuickTime
ODF Text Document	Textový dokument ODF
ODF Text Document Template	Šablona textového dokumentu ODF
Hangul WP 97	Hangul WP 97
OpenOffice.org 1.0 Text Document Template	Šablona textového dokumentu OpenOffice.org 1.0
OpenOffice.org 1.0 Text Document	Textový dokument OpenOffice.org 1.0
OpenOffice.org 1.0 Master Document	Hlavní dokument OpenOffice.org 1.0
PDF - Portable Document Format	PDF - Portable Document Format
JPEG - Joint Photographic Experts Group	JPEG - Joint Photographic Experts Group
Writer Layout XML	Writer Layout XML
PDF - Portable Document Format	PDF - Portable Document Format
PNG - Portable Network Graphic	PNG - Portable Network Graphic
SVG - Scalable Vector Graphics	SVG - Scalable Vector Graphics
Help content	Obsah nápovědy
OpenOffice.org 1.0 Text Document (Writer/Web)	Textový dokument OpenOffice.org 1.0 (Writer/Web)
OpenOffice.org 1.0 HTML Template	Šablona HTML OpenOffice.org 1.0
JPEG - Joint Photographic Experts Group	JPEG - Joint Photographic Experts Group
PDF - Portable Document Format	PDF - Portable Document Format
PNG - Portable Network Graphic	PNG - Portable Network Graphic
ODF Master Document	Hlavní dokument ODF
HTML (Writer/Global)	HTML (Writer/globální)
ODF Master Document Template	Šablona hlavního dokumentu ODF
ODF Text Document	Textový dokument ODF
Text (Writer/Web)	Text (Writer/Web)
HTML Document Template	Šablona HTML dokumentu
Microsoft Excel 2007 Binary	Microsoft Excel 2007 binární
Microsoft Excel 2007–365 VBA XML	Microsoft Excel 2007–365 VBA XML
Excel 2007–365	Excel 2007–365
Excel 2007–365 Template	Šablona Excel 2007–365
PowerPoint 2007–365	PowerPoint 2007–365
PowerPoint 2007–365	PowerPoint 2007–365
PowerPoint 2007–365 Template	Šablona PowerPoint 2007–365
PowerPoint 2007–365 VBA	PowerPoint 2007–365 VBA
OpenDocument Database	Databáze OpenDocument
OpenDocument Database Report	Sestava databáze OpenDocument
StarOffice XML (Base) Report Chart 9	Graf sestavy StarOffice XML (Base) 9
Calc 8	Calc 8
Calc 8 Template	Šablona Calc 8
ADO Rowset XML	XML sady řádků ADO
Gnumeric Spreadsheet	Sešit Gnumeric
Microsoft Excel 2003 XML	Microsoft Excel 2003 XML
OpenDocument Spreadsheet (Flat XML)	Sešit OpenDocument (Flat XML)
Office Open XML Spreadsheet	Sešit Office Open XML
Office Open XML Spreadsheet Template	Šablona sešitu Office Open XML
Chart 8	Chart 8
Draw 8	Draw 8
Draw 8 Template	Šablona Draw 8
OpenDocument Drawing (Flat XML)	Kresba OpenDocument (Flat XML)
Impress 8	Impress 8
Impress 8 Template	Šablona Impress 8
OpenDocument Presentation (Flat XML)	Prezentace OpenDocument (Flat XML)
Office Open XML Presentation AutoPlay	Šablona prezentace Office Open XML AutoPlay
Math 8	Math 8
Writer 8	Writer 8
Writer 8 Template	Šablona Writer 8
Word 2003 XML	Word 2003 XML
Word 2007–365	Word 2007–365
Word 2007–365 Template	Šablona Word 2007–365
Word 2007–365 VBA	Word 2007–365 VBA
OpenDocument Text (Flat XML)	Textový dokument OpenDocument (Flat XML)
Writer 8 Master Document	Hlavní dokument Writer 8
Writer 8 Master Document Template	Šablona hlavního dokumentu Writer 8
Writer/Web 8 Template	Šablona Writer/Web 8
BMP - Windows Bitmap	BMP - Windows Bitmap
BMP - Windows Bitmap	BMP - Windows Bitmap
DXF - AutoCAD Interchange Format	DXF - AutoCAD Interchange Format
EMF - Enhanced Metafile	EMF - Enhanced Metafile
EMF - Enhanced Metafile	EMF - Enhanced Metafile
EPS - Encapsulated PostScript	EPS - Encapsulated PostScript
EPS - Encapsulated PostScript	EPS - Encapsulated PostScript
GIF - Graphics Interchange Format	GIF - Graphics Interchange Format
GIF - Graphics Interchange Format	GIF - Graphics Interchange Format
JPEG - Joint Photographic Experts Group	JPEG - Joint Photographic Experts Group
JPEG - Joint Photographic Experts Group	JPEG - Joint Photographic Experts Group
MET - OS/2 Metafile	MET - OS/2 Metafile
MOV - QuickTime File Format	MOV - formát souboru QuickTime
PBM - Portable Bitmap	PBM - Portable Bitmap
PCD - Kodak Photo CD (768x512)	PCD - Kodak Photo CD (768x512)
PCD - Kodak Photo CD (192x128)	PCD - Kodak Photo CD (192x128)
PCD - Kodak Photo CD (384x256)	PCD - Kodak Photo CD (384x256)
PCT - Mac Pict	PCT - Mac Pict
PCX - Zsoft Paintbrush	PCX - Zsoft Paintbrush
PDF - Portable Document Format	PDF - Portable Document Format
PDF - Portable Document Format	PDF - Portable Document Format
PGM - Portable Graymap	PGM - Portable Graymap
PNG - Portable Network Graphic	PNG - Portable Network Graphic
PNG - Portable Network Graphic	PNG - Portable Network Graphic
PPM - Portable Pixelmap	PPM - Portable Pixelmap
PSD - Adobe Photoshop	PSD - Adobe Photoshop
RAS - Sun Raster Image	RAS - Sun Raster Image
SVG - Scalable Vector Graphics	SVG - Scalable Vector Graphics
SVG - Scalable Vector Graphics	SVG - Scalable Vector Graphics
SVM - StarView Metafile	SVM - StarView Metafile
SVM - StarView Metafile	SVM - StarView Metafile
TGA - Truevision Targa	TGA - Truevision Targa
TIFF - Tagged Image File Format	TIFF - Tagged Image File Format
TIFF - Tagged Image File Format	TIFF - Tagged Image File Format
WMF - Windows Metafile	WMF - Windows Metafile
WMF - Windows Metafile	WMF - Windows Metafile
XBM - X Bitmap	XBM - X Bitmap
XPM - X PixMap	XPM - X PixMap
Unknown	Neznámý
import filter	importní filtr
import/export filter	importní/exportní filtr
export filter	exportní filtr
Do you really want to delete the XML Filter '%s'? This action cannot be undone.	Opravdu chcete smazat XML filtr '%s'? Tato akce je nevratná.
An XML filter with the name '%s' already exists. Please enter a different name.	XML filtr s názvem '%s' již existuje. Zadejte jiný název.
The name for the user interface '%s1' is already used by the XML filter '%s2'. Please enter a different name.	Název uživatelského rozhraní '%s1' je již používán XML filtrem '%s2'. Zadejte jiný název.
The XSLT for export cannot be found. Please enter a valid path.	XSLT pro export nebylo nalezeno. Zadejte platnou cestu.
The XSLT for import cannot be found. Please enter a valid path.	XSLT pro import nebylo nalezeno. Zadejte platnou cestu.
The given import template cannot be found. Please enter a valid path.	Zadaná importní šablona nebyla nalezena. Zadejte platnou cestu.
New Filter	Nový filtr
Untitled	Bez názvu
undefined filter	nedefinovaný filtr
The XML filter '%s' has been saved as package '%s'. 	XML filtr '%s' byl uložen jako balíček '%s'.
%s XML filters have been saved in the package '%s'.	%s XML filtry byly uloženy do balíčku '%s'.
XSLT filter package	Balíček XSLT filtrů
The XML filter '%s' has been installed successfully.	XML filtr '%s' byl úspěšně nainstalován.
%s XML filters have been installed successfully.	Úspěšně byly nainstalovány %s XML filtry.
No XML filter could be installed because the package '%s' does not contain any XML filters.	Nemohl být nainstalován žádný XML filtr, protože balíček '%s' neobsahuje žádné XML filtry.
XML Filter List	Seznam filtrů XML
Settings for T602 import	Nastavení importu T602
Encoding	Kódování
Automatic	Automaticky
CP852 (Latin2)	CP852 (Latin2)
CP895 (KEYB2CS, Kamenicky)	CP895 (KEYB2CS, Kamenicky)
KOI8 CS2	KOI8 CS2
Mode for Russian language (Cyrillic)	Režim pro ruštinu (cyrilice)
Reformat the text	Přeformátovat text
Display dot commands	Zobrazit příkazy s tečkou
Cancel	Zrušit
OK	OK
"Warning: Not all of the imported EPS graphics could be saved at level1
as some are at a higher level!"	"Upozornění: Ne všechny importované EPS obrázky bylo možné uložit jako Level 1,
protože využívají funkce vyšších úrovní!"
Export as PDF	Exportovat jako PDF
Set open password	Nastavit heslo pro otevření
Set permission password	Nastavit heslo pro oprávnění
PDF/A does not allow encryption. The exported PDF file will not be password protected.	PDF/A neumožňuje šifrování. Exportovaný soubor PDF nebude chráněn heslem.
PDF/A transparency	Průhlednost PDF/A
PDF/A forbids transparency. A transparent object was painted opaque instead.	PDF/A neumožňuje průhlednost. Průhledný objekt byl vykreslen jako neprůhledný.
PDF version conflict	Konflikt verzí PDF
Transparency is not supported in PDF versions earlier than PDF 1.4. A transparent object was painted opaque instead	Průhlednost není ve verzích starších než PDF 1.4 podporována. Průhledný objekt byl vykreslen jako neprůhledný.
PDF/A form action	Akce formuláře PDF/A
A form control contained an action not supported by the PDF/A standard. The action was skipped	Ovládací prvky formuláře obsahují akci nepodporovanou standardem PDF/A. Akce byla přeskočena
Some objects were converted to an image in order to remove transparencies, because the target PDF format does not support transparencies. Possibly better results can be achieved if you remove the transparent objects before exporting.	Protože cílový formát PDF nepodporuje průhlednost, byly kvůli jejímu odstranění některé objekty převedeny na obrázky. Lepšího výsledku můžete dosáhnout tím, že průhledné objekty před exportem odstraníte.
Transparencies removed	Průhlednost odstraněna
Signature generation failed	Vytváření podpisu selhalo
PDF export aborted	Export PDF byl přerušen
Flash (SWF) Options	Možnosti formátu Flash (SWF)
"1: min. quality
100: max. quality"	"1: min. kvalita
100: max. kvalita"
Export all slides (uncheck to export current slide)	Exportovat všechny snímky (bez zaškrtnutí bude exportován aktuální snímek)
Export as multiple files	Exportovat jako více souborů
