"source"	"target"
"To proceed with this action, you must first turn off the ""undo"" function. Do you want to turn off the ""undo"" function?"	"Para prosseguir com esta ação, você deve primeiro desativar a função ""desfazer"". Deseja desativar a função ""desfazer""?"
"To Reference"	"Até a referência"
"To right"	"Para a direita"
"To Right Block Margin"	"Até a margem direita do bloco"
"To select a different folder, click "	"Para selecionar uma pasta diferente, clique em "
"To select a different version, click "	"Para selecionar uma versão diferente, clique em "
"To set up the new data source, additional information is required.  Click the following button to open another dialog in which you then enter the necessary information."	"Para configurar a nova fonte de dados, são necessárias informações adicionais.  Clique no botão seguinte para abrir uma caixa de diálogo e inserir as informações necessárias."
"To set up the new data source, additional information is required.  Click the following button to open another dialog in which you then enter the necessary information."	"Para instalar a nova fonte de dados, serão necessárias algumas informações adicionais.  Clique no botão a seguir para abrir outra caixa de diálogo e insira as informações necessárias."
"to sheet border"	"até a borda da folha"
"To snap lines"	"Nas linhas de encaixe"
"To Table Begin"	"Até o início da tabela"
"To Table End"	"Até o fim da tabela"
"To the page margins"	"Nas margens da página"
"To top"	"Para cima"
"To Top Line"	"Até a linha acima"
"To top-left"	"Para a esquerda em cima"
"To top-right"	"Para a direita em cima"
"To unit"	"Para unidade"
"To Upper Block Margin"	"Até a margem superior do bloco"
"To Whom it May Concern"	"A quem interessar possa"
"To whom it may concern,"	"A quem interessar possa,"
"To whom it may concern,;Dear Friends,;Dear Sir or Madam,;Hello,"	"A quem interessar possa,;Caros amigos,;Prezado Sr. ou Sra,;Olá,"
"To Word Left"	"Até a esquerda da palavra"
"To Word Right"	"Até a direita da palavra"
"To:"	"Para:"
"to:"	"para:"
"tocurrency"	"paramoeda"
"Today"	"Hoje"
"today"	"hoje"
"TODAY"	"HOJE"
"Today,"	"Hoje,"
"Together/separately"	"Juntas/separadas"
"Toggle"	"Alternar"
"tOGGLE cASE"	"aLTERNAR cAIXA"
"Toggle Design Mode"	"Alternar modo de design"
"Toggle Direct Cursor Mode"	"Alternar modo de cursor direto"
"Toggle Edit Mode"	"Alternar modo de edição"
"Toggle Grid Lines for Current Sheet"	"Linhas da grade"
"Toggle Master View"	"Alternar visualização do slide mestre"
"Toggle pause"	"Alternar pausa"
"Toggle Tab Bar Visibility"	"Ativar / desativar a Barra de modos"
"Toggle the use of R1C1 notation"	"Alternar o uso da notação R1C1"
"Toggle Unicode Notation"	"Alternar a notação Unicode"
"toilet"	"vaso sanitário"
"toilet2"	"vaso sanitário2"
"Tok Pisin"	"Tok Pisin"
"Tolerance"	"Tolerância"
"tomato"	"tomate"
"Tomorrow"	"Amanhã"
"tomorrow"	"amanhã"
"Toner low"	"Baixo nível de toner"
"tongue"	"língua"
"tongue2"	"língua2"
"tongue3"	"língua3"
"tongue4"	"língua4"
"Too many applications responded to DDE connect initiation."	"Demasiadas aplicações responderam à iniciação da conexão DDE."
"Too many applications responded to DDE connect initiation."	"Muitos aplicativos responderam à iniciação da conexão DDE."
"Too many conditions"	"Excesso de condições"
"Too many DLL application clients."	"Excesso de DLLs de aplicações clientes."
"Too many files."	"Excesso de arquivos."
"Too many search criteria"	"Excesso de critérios de pesquisa"
"Tool Panel"	"Painel de ferramentas"
"Toolbar"	"Barra de ferramentas"
"Toolbar Content"	"Conteúdo da barra de ferramentas"
"Toolbar for Graphite smart font features: ligatures, small caps, old style numbers, proportional or monospaced numbers, automatic thousand separators, minus sign, real superscript and subscript, German umlaut variants, fractions."	"Barra de ferramentas para os recursos da fonte inteligente Graphite: ligações, versaletes, números em estilo antigo, números mono-espaçados ou proporcionais, separadores de milhar automáticos, sinal negativo, subscritos e sobrescritos reais, variantes do trema alemão, frações."
"Toolbar Name"	"Nome da barra de ferramentas"
"Toolbar name:"	"Nome da barra de ferramentas:"
"Toolbar to add cross-references with automatic conditional Hungarian articles (eg. *az* 5. ábra, *a* 6. ábra) to avoid bad article and number combination in cross-references."	"Barra de ferramenta para adicionar referências com artigos automáticos do idioma húngaro (eg. *az* 5. ábra, *a* 6. ábra) para evitar combinações incorretas de artigo e numero nas referências."
"Toolbars"	"Barras de ferramentas"
"Toolbox"	"Caixa de ferramentas"
"Tools"	"Ferramentas"
"Top"	"cima"
"Top"	"Em cima"
"Top"	"Superior"
"Top"	
"top "	"acima "
"Top 10"	"10 primeiros"
"top 10 elements"	"os 10 primeiros"
"top 10 percent"	"os 10% superiores"
"Top Align on Section"	"Alinhar em cima na seção"
"Top and Bottom Borders"	"Bordas superior e inferior"
"Top and Double Bottom Borders"	"Bordas superior e inferior espessas"
"Top and Thick Bottom Borders"	"Bordas superior e inferior espessas"
"Top Border"	"Borda superior"
"Top border line"	"Linha de borda superior"
"Top Elements"	"Elementos superiores"
"top hat"	"cartola"
"Top left"	"Em cima à esquerda"
"Top Left"	"Em cima à esquerda"
"Top Left"	"Em cima, à esquerda"
"Top left"	"Superior esquerda"
"Top Left to Bottom Right"	"De cima à esquerda para baixo à direita"
"Top Left?"	"Superior esquerda?"
"Top margin"	"Margem superior"
"Top margin:"	"Margem superior:"
"Top margin: "	"Margem superior: "
"Top middle"	"Centro superior"
"Top of baseline"	"Parte superior da linha base"
"Top of character"	"Parte superior do caractere"
"Top of line"	"Parte superior da linha"
"Top of line"	"Teto da linha"
"Top of line"	"Topo da linha"
"Top of Page (Header)"	"Topo da página (cabeçalho)"
"Top page border"	"Borda superior da página"
"Top paragraph border"	"Borda superior do parágrafo"
"Top Percent"	"Porcentagem superior"
"Top right"	"Em cima à direita"
"Top Right"	"Em cima à direita"
"Top Right"	"Em cima, à direita"
"Top right"	"Superior direita"
"Top Right to Bottom Left"	"De cima à direita para baixo à esquerda"
"Top Right?"	"Superior direita?"
"Top row"	"Linha superior"
"Top to bottom"	"De cima para baixo"
"Top to Bottom"	"De cima para baixo"
"Top to bottom (sort rows)"	"De cima para baixo (classificar linhas)"
"top to bottom, then left"	"de cima para baixo, e depois para a esquerda"
"Top to bottom, then right"	"De cima para baixo, depois para a direita"
"top to bottom, then right"	"de cima para baixo, e depois para a direita"
"Top:"	"Em cima"
"Top:"	"Em cima:"
"Topic"	"Tópico"
"Topics"	"Tópicos"
"Torus"	"Toro"
"Total"	"Total"
"Total columns"	"Totalizar colunas"
"Total editing time"	"Tempo de edição total"
"Total editing time"	"Tempo total de edição"
"Total editing time:"	"Tempo de edição total:"
"Total editing time:"	"Tempo total de edição:"
"Total line"	"Linha de total"
"Total No. of Records"	"Número total de registros"
"Total row"	"Linha de total"
"Total Row"	"Linha de total"
"Total rows"	"Totalizar as linhas"
"Total Width"	"Largura total"
"TotalBillingEstimate"	"TotalCobrancaEstimado"
"TotalCalories"	"CaloriasTotais"
"TotalCals"	"TotalCals"
"TotalDue"	"TotalDevido"
"totalperiods"	"períodostotais"
"Totals the arguments that meet the conditions."	"Totaliza os argumentos que obedecem às condições."
"Totals the values of cells in a range that meet multiple criteria in multiple ranges."	"Totaliza os valores das células num intervalo que verifica os vários critérios nos vários intervalos."
"TotBillEst"	"TotCobEst"
"Toward"	"Tende a"
"tower"	"torre de Tóquio"
"Trace Dependent"	"Rastrear dependente"
"Trace Dependent"	"Rastrear dependentes"
"Trace Dependents"	"Rastrear dependentes"
"Trace Error"	"Rastrear erro"
"Trace Precedent"	"Rastrear precedente"
"Trace Precedent"	"Rastrear precedentes"
"Trace Precedents"	"Rastrear precedentes"
"Track Changes"	"Registrar alterações"
"TrackingCode"	"CodigoRastreamento"
"tractor"	"trator"
"Traditional Chinese to simplified Chinese"	"Chinês tradicional para chinês simplificado"
"traffic light"	"semáforo"
"traffic light2"	"semáforo2"
"train"	"trem"
"train2"	"tav"
"train3"	"tav2"
"TrainingLocation"	"LocalTreinamento"
"TraininLoc"	"LocTrein"
"tram"	"bonde"
"tram2"	"bonde2"
"TransactionID"	"IDTransacao"
"TransactionNumber"	"NumeroTransacao"
"Transactions"	"Transacoes"
"Transfer status"	"Status da transferência"
"Transform"	"Transformar"
"Transform %1"	"Transformar %1"
"Transform document"	"Transformar documento"
"Transform file"	"Transformar arquivo"
"Transformation"	"Transformação"
"Transition Speed"	"Velocidade de transição"
"Transitions"	"Transições"
"Translate common terms"	"Traduzir termos comuns"
"Translator"	"Tradutor"
"Transparencies removed"	"Transparências removidas"
"Transparency"	"Transparência"
"Transparency is not supported in PDF versions earlier than PDF 1.4. A transparent object was painted opaque instead"	"Versões de PDF anteriores ao PDF 1.4 não permitem transparências. Um objeto transparente foi tornado opaco"
"Transparency mode"	"Modo de transparência"
"Transparency Type"	"Tipo de transparência"
"Transparency:"	"Transparência:"
"Transparency: "	"Transparência: "
"Transparent"	"Transparente"
"Transparent gradient"	"Gradiente transparente"
"Transport"	"Transportes"
"Transport And Map Symbols"	"Símbolos de transportes e mapas"
"Transportation"	"Meios de transporte"
"Transpose"	"Transpor"
"TRANSPOSE"	"TRANSPOR"
"trapezium"	"trapézio"
"Trapezoid"	"Trapézio"
"tray"	"bandeja"
"tray2"	"bandeja2"
"TrckngCode"	"CodRastr"
"Treat as Equal"	"Tratar como igual"
"Treat as equal"	"Tratar como igual"
"Treat as zero"	"Tratar como zero"
"Treat empty string as zero"	"Tratar texto vazio como zero"
"tree"	"árvore"
"Tree Control"	"Controle da árvore"
"TREND"	"TENDÊNCIA"
